checked_at,source,document_role,status,http_status,etag,last_modified,content_hash,source_updated,url,final_url,fetched_file,raw_path,record_count,diff_added,diff_removed,diff_changed,fetch_failed,schema_changed,error_type,error_message
2026-09-04T21:38:25Z,ofac_sdn,classic_primary,unchanged,304,"""cbed905f8f399415e6482568a272026f""","Fri, 04 Sep 2026 14:01:46 GMT",0ffb4504696e2f5adecbd23a3f27c27e8264447a8021752f1043c74422650f5f,"Fri, 04 Sep 2026 14:01:45 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/SDN.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/SDN.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzEDsaDDkw7uEHWv8wjj901CLsBEWi31S7kTl6Bb2zSP0xpe9%2FditIyzzGUhYVll4fKdmB3ail6VFD1WS6g994bMgAOMxf4lMb0rOWjm32KULyd9elzCsijgoIoapqWVvj2cr00E0adoLLfA9ABZP3dS1CqZQwoMR75nF3%2FwcMRF9e2eL1%2Bz1QLI7HZX9ERdc6y5c1ZtCQG4pWsnZloUzVI1m3xskRu90dY4kBGAyZ4JIOkFCQ7iHxgDxjsz5G%2BQyVkkrKNoRfqyRy35a0v4%2BWH1j3XbesXC6%2B1Dye9f1JD%2FyxAW7LVDX%2F3tIoJF2p2os7oBy0wT9YGQ49J1rc3SuUaomk2mHejXo0LdsZhegrFAxDSxruYckfB9Z1bkjzjgOw2eRhxjAzgTmizG11J%2F%2BNdvCdtx1Au%2BKr4cpbGMT8r0rlW7py%2BQ4FVEwVM6uXtVjSJ9%2Bhnl4GeYOtKh0h1eQJu0heFAUuSYBc451QTbPXB%2Fm1uSJXzhYjkFrmX3CtsOuGpHjtgkh%2F2RrvRGuMbBdWzTovvqGUFTSNhshYJaZlyS7d0FqbuN%2BE1ZRPi%2Bz2lMd1woCw9En2W4f%2F6HZmtd0LCxINYFU8cTIN2QXAjKtefBbD6U5E%2FqswBjjCUt6xTaYL%2Bx0jyynjOOAF3UhhV5noEJ3xiuUhvcm%2FF9PfFdiyHHUDPYXA1W%2BRQc3X0bBRPcqBVyv6VcHkyK%2BtDbTvcvE6ubX9%2FN%2FxcCGQ7TGq4zZS1GCk5VYdETr%2FfnXVi%2FRxiSJ%2FNqNd73lLiVTQQqN4s2iclr%2BWxeCAMCABmhli6B0kzcD%2BatteLQSKxuvyVawnD%2F80e9HbGySqi0ngz2oEUQBdKODe7NQGMkHt5o3pi3X6MNrGQwyprNxioAa57O2zlUAiG5s8e1VIo9BRQCcU%2F%2BpljhAv6PzzTdKviXEzt2ModXuJ27wi8mlKtQ%3D%3D&response-content-disposition=attachment%3B%20filename%3D%22sdn.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLAACFIJNN%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T213824Z&X-Amz-SignedHeaders=host&X-Amz-Signature=64c32ae21420fcc88fa01c18fee77a6198f1df9a5f821fc547af3d899a79fd42,sdn.csv,,89262,,,,0,0,,
2026-09-04T21:38:25Z,ofac_cons,classic_primary,unchanged,200,"""d4be08e7bcd5c9374f8cfc51da75c6ce""","Fri, 04 Sep 2026 14:01:47 GMT",fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Thu, 03 Sep 2026 15:37:43 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/CONS_PRIM.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/CONS_PRIM.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzEDwaDLM6CDfaTdy0MZ3ADSLuBHCGuK0IWQpnqmbgYoW0xasdR9JFk8k5uw5NAOdpuO3cn4uLhR9qqg37o33tpIuCtDP%2Fuy5KH4Ypkvf0XwTHCslcrB%2Bff07fUShsUywXrZ3C1uw1g6Rh9z%2BpAezkLyRhmq8hW77VfNgIn85hWuFWxbw%2B%2FhxeBsA7MFinxttcOxAvqZDuXVQ0fXqU%2F%2B8UmVGkaNuM8I%2BnORP4MkSypQ5%2Bi0orToXVeKVkVLR08kHK9qwVkJWGffO8mpOAlGdYGAoYbXHuFcI%2B6hLgOlnklMIEn3FvvwemQ%2BNpzYcMBg1UJuuimcuhir4uVPG5bMO89RQ1SZn%2BX5EnumJbxGgkdvbZIVoTeIQs3Ytues%2BWPwe%2FMK8JR23OesyacihL5MPLDVabkAuCfhonR2zkklATzBrlmUZXTIlIOTuWed%2BNkZ%2B4f3i9huNsl%2B%2BngQwaRRzDwzc1hR2fHWCO7knoD8w96bA72K4wLiWkfz3is49pMFaa%2Bxhcn7H9lrBim9JMI0QCruZWWGjUIjfvOOIQHOGhQNEmzGHFBW%2FZE%2FhJRcgoFBq5lE%2FgEMZWRIwqcsl4OATiWkhdPIb6zF7DQLFyXAlj1AfEiRRKlbUPDQ5KyB1EoVOa%2ByN3J8Yf7tkzMWQBtf1jrrW6kylS%2B70NsRDvA43Yy633%2F6vkRH6YUbBLDLv%2Fsf38Atrs8atyj8ZKl7rD5f1AQriRQv%2ByklCyKnsX5VgubtuEFXR3qpBrACgLnwpT68iCNEhmSp7Osf3e%2BTpw53sYsq8McVf7NMiBMwiZ%2Bp0nidQdGRW%2BZeDUJIkiow%2FVuNjKX3qozplPuDlCpXfuR3fiEdUo7ujs1AYyQUUz328JlMdThm%2BA%2FDIGsvG3moydTPTJerDq%2Fcqw6szfVqTKKp4xI%2BP6aAOHf49ATwcy9RJ2j8Uh%2B0HErk4gKx6l&response-content-disposition=attachment%3B%20filename%3D%22cons_prim.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLGW4SBVPG%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T213824Z&X-Amz-SignedHeaders=host&X-Amz-Signature=f62c05b64697add04c58efbd7379a4f6b4d554fb45fec7d4a5be886b4475e5b3,cons_prim.csv,,3371,,,,0,0,,
2026-09-04T21:39:07Z,mof,index_page,fetched,200,"""a250-65a674ec61680""","Tue, 01 Sep 2026 08:00:10 GMT",61898398c4a6349949fdf10d388607c53ce6c0277ca2b3b82e160357c3f793d3,令和8年9月2日,https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/list.html,https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/list.html,list.html,,,,,,0,0,,
2026-09-04T21:39:07Z,mof,list_file,unchanged,304,"""32251c-65a674ed558c0""","Tue, 01 Sep 2026 08:00:11 GMT",25fe3658295bb7010dd37ccf3d03d681abf47080dd1c5c8712f5bbad0c9ba7a9,令和8年9月2日,https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/shisantouketsu20260902.csv,https://www.mof.go.jp/policy/international_policy/gaitame_kawase/gaitame/economic_sanctions/shisantouketsu20260902.csv,shisantouketsu20260902.csv,,14743,,,,0,0,,
2026-09-04T21:39:07Z,meti,index_page,blocked,403,"W/""c3bb143a530e398af9a1c1a440f0189c""","Mon, 24 Aug 2026 07:11:49 GMT",,,https://www.meti.go.jp/policy/anpo/law09.html,https://www.meti.go.jp/policy/anpo/law09.html,,,,,,,1,0,HTTPError,403 Client Error: Forbidden for url: https://www.meti.go.jp/policy/anpo/law09.html
2026-09-04T22:27:36Z,ofac_sdn,classic_primary,unchanged,304,"""cbed905f8f399415e6482568a272026f""","Fri, 04 Sep 2026 14:01:46 GMT",0ffb4504696e2f5adecbd23a3f27c27e8264447a8021752f1043c74422650f5f,"Fri, 04 Sep 2026 14:01:45 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/SDN.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/SDN.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzED0aDHp5WJsZm0bnQ8CMhSLtBOHakNZraDg5dPP2MYlNlifPmU4jW7bfNUzlcYNF0UFNWQkCW9KnfYbNHuuGqTNkJiRqFlf6p0c5rxQx4VtHuVRKKBYLbKTigxKlhVBonG6OEY8EbN5ez4ImNiP6O%2FnQCEOl2bH8GJDqJccNLZ30VNTGLzFParHeq4sLhjQnEiZ8cL8TZIB%2F5PWdoIkEiZYBOZFF2XT%2BJTnmN2lHo1UspK1UAoBIf0lryb8ZHQAL3DEcf831zav4eSELRzCi9DijfN7T4ygrI11L7heg2qMB7oCAk6PpGiHzV84dAu431j5AaLQpI5fVJCn5QfRd37o1dFG1w8DY3JWQx3t8d7AW3FWgid0BT5XbllVTLqiKVdJ8ZOcn7JQ%2FOHe4mSj0ahTfEIsDX%2BBFs4thvK51coj1IIvHL%2F9b5vNRAQauNbEoXrdSuUYdSPTP4qaqmF%2FXlAu9S3hXSwV7vL%2BrYUOdPwDtY%2BLmr6wQUho1Hu38kgMFbxHBpCGJ9cnfJD3ra5wbXVT0JFoPVSN1BpFEY7IbMLRQLOOi6tSptcxkou1alsd4VdD8OACMuRBPEcwmOK6FGt9u6r68RY2YuMMsjLTEdqCIzQpIwJlXp24PRK4BhlduFL1lstHC5r3evc3vT8uQItGMWGX4yNNLPB%2FP3Dkcik8Q1DOuvCrIwETwL4eqkteQEDhT1NCNW1ANhWBoCX%2BBBfSLeOb1CX2Y2dmmXBD8C%2FnQ%2FU8vU4oOeAUsK%2FQUmi4WSF4fvdtArGQ8V1LV9rS6DhBM8KduUiWiMsmB0kVn%2B5dD6KCDsbkNy3e2yN%2BYj4ObDTIBsY%2BRS4D%2BBPlZCfecjCj0gO3UBjJBM2Tr%2BlgjZScDLuNFG5Ae8yreEqeX0IITU2nyX18cQd1Ww1oFL98tIC%2FX2uFJGpdp4p5DeZYp8CurPXPY7N4zfXU%3D&response-content-disposition=attachment%3B%20filename%3D%22sdn.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLAKZWXV2T%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T222735Z&X-Amz-SignedHeaders=host&X-Amz-Signature=8925c5503af0fee13c351a9bde70c780208a4533338e9b071c28cc4ea102e70b,sdn.csv,,89262,,,,0,0,,
2026-09-04T22:27:36Z,ofac_cons,classic_primary,unchanged,200,"""d4be08e7bcd5c9374f8cfc51da75c6ce""","Fri, 04 Sep 2026 14:01:47 GMT",fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Thu, 03 Sep 2026 15:37:43 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/CONS_PRIM.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/CONS_PRIM.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzED0aDOQszyv3qJh9Bgf5DiLuBEIHA9IYZGNvjaDuaBiwux71sepLrDCUrFMk75wIrUvYx61C6cchqeA1DhcBBrTxeGEPI9IzgIlfZ0w6T8EdvCSWTsqNAbzndTkComkaN7D%2ByNhtr7hSId%2B0RChPZjZ6PIYM1rFIuRMjhXOkR7P9AP0jY8YOd8bJwUrjVp2C92ROTryKDeXztGagS8H4w%2BkeKu%2BxIUhR9V1iPeZ7Oada0Zp%2Fh2KDfcQ%2FWNiy82AseBV9iauhNrK8z5b%2Bl261HDD0PX0923LVlIGJ6dFMeP1PK9WpUMON6xbnWRWbvJ6hRja%2BVWmXqYLUAXM8yJDM%2B2m0EgS8WA1osX39qSP3lYDm2rJYC5cOPpCLcj4fh5qPR3l5HGQA4CaXW3ce7zi7qvtSNhZ%2B0O7HW8PsuW1CNBG9yIlMA1vy7b3mjjtzV0qMc%2FqFjpgx88skJE2Gt3wBhh77tm3a4zdl2Z1tYP2qFXsZeWz%2B4yOlwBriXDPNqyv8hIZN0xDTggLNFJumbTKWpHE7izMHZ%2BXT8ulBqnGCPEkvShwR0ty1oTcz42iugu2JOPJ2xCUmz%2B2NuQOahHT%2B6NeWKNfVI%2B81ruWi98BShNCxdS5uD%2Fl0MzucmNEWTM8SbSUoCjw1P3x0kl4IL9AJNvPmp47g9T5yPlhJcHY8dDpvvF4lDqif6wQ6vah6zYEfYqeS%2BUnSLSn9Idj0TEdztm8DGQeLHQzOgrPP9Vb8LyuFWpnlLj6JHj%2B1uoRChMOu%2BZkyVymHYOcTNLroWDi0%2FczahMhN3galHHmWvozP9BDfeghPABb39Zi83lcKsUNjjLO%2FsPxVnannLeOP0Wtghego4oPt1AYyQWWhfXgh2qi3MFPzB1ros%2FabE%2BGlElZVWTxzEqniCPJ9%2FpEmez96eYpetVRTnTCmwUI7Yz2n6RG%2B3xLMbM7PMkbT&response-content-disposition=attachment%3B%20filename%3D%22cons_prim.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLOVVBGEVH%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T222736Z&X-Amz-SignedHeaders=host&X-Amz-Signature=77baf8621f9249cfa8dc8448aabe94e30c53b2f817afba4af2e330d5e4e60175,cons_prim.csv,,3371,,,,0,0,,
2026-09-04T23:26:14Z,ofac_sdn,classic_primary,unchanged,304,"""cbed905f8f399415e6482568a272026f""","Fri, 04 Sep 2026 14:01:46 GMT",0ffb4504696e2f5adecbd23a3f27c27e8264447a8021752f1043c74422650f5f,"Fri, 04 Sep 2026 14:01:45 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/SDN.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/SDN.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzED0aDIwMoeymY15KhpmP0CLsBJcEn4VucxkpKuLzHtbGhjqK7dKldTD0Qd5XnEyRt82%2BzjLRhSPiPjo5blJONFvQ4QK9nM%2Bn5rk8mtzUVF5Cj%2Fk2XJBmYjllOVDptniJ4%2FBkg%2BljmlEkBjkS5nQM99CU7sgN8Rk5QsUwTUJtpZwtwvsCBAHhaQSit59g4n892cZYBcvT0UZc732Mr8F%2FMZp%2BmoUqZItK9xuk9p6p%2FQ0fRAySiBFu71N5uZA%2F2IxqdCEGhouwLTAX7a2Lm31l%2B%2Fiu8ZxTKsyyKjMORfpAbBPIeZ%2BC7StpOhGSvxrsYeYwzfKUFsLUSsgCG5YtsTrcW6IR5YY0aMvO7IcFhJZLbII%2FGdCKguPrqA3P4UBlshSjNVrmLpXv8FtaUdpOZ%2FPrE6LbA0p0XUrRaD4dH%2Fc10gMi64VLamtoQGgD2F7n5ULEFM3OL0rUMV8OX%2FBGUpkqkLAao3RFG4Y3ZmGtoLAmSUzIlmmp7Mo0siGllXMw364VBAszidYAY5soH60WN7PRyMHX%2BQh2QfP7nwQKY8gsh3oxgZg3xp3HthJKuB%2FCyiy%2F8Zca8eqlOmaiR11aP4bPnf39o7ofMTOCV0%2FiOc4mMgpzRBm0rCWf%2BIaNVobvE9opQRwPq89n7K8ffOJllPTYMvcXgKQgJt5xT3RlWHD%2B28A3Re0GwD8Rusns6IzB%2Bxo30GJPFhvjuhrBQMTZFQOeMZ%2FwLBClILkZCaQFzLBTqhRWbZf9bQx9ADl%2B8E8MGpTnx6w7P5VLoBEWSpS%2F7As7LrxA4wfLM6JgI0ZX0%2F5zUgGYnwVms5okPQG2kJmY%2FNUrCrxnqGE4YO3UhAGkky8hKJSV7dQGMkHsqyVUsSmhklq%2BXminmRVf2x0voYru2FJAfoIOlWHGOQd543GQ4Ei5oWRmLcaQsRnTEpZhYkPcmhV2pFBI8yrR%2BA%3D%3D&response-content-disposition=attachment%3B%20filename%3D%22sdn.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLPPHL26QE%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T232613Z&X-Amz-SignedHeaders=host&X-Amz-Signature=0be35a8085fa001bb970cbd17308fa59d7c4358c16ad75d1b216e499048d5f1c,sdn.csv,,89262,,,,0,0,,
2026-09-04T23:26:14Z,ofac_cons,classic_primary,unchanged,200,"""d4be08e7bcd5c9374f8cfc51da75c6ce""","Fri, 04 Sep 2026 14:01:47 GMT",fa681487dfd865c189177b478a171178ab8e7133402342acc51f638a7bc121de,"Thu, 03 Sep 2026 15:37:43 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/CONS_PRIM.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/CONS_PRIM.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzED4aDKSzmwef5Iw%2BAioLmSLtBH9zJ5kutWD0%2FC2SIljWklPiesG91sO6OAZ4mK7cuHMCp79BHfjuJoTuxIWglWqQeGEOWPwYDfn4pEjKHj5KFQNPVzzDUdu7Hd%2B%2Bbpr%2FJiLfBwhmNhNAdQUqvp%2BlRXzkfznpTzqrxv%2FDE8WmM9UNqdaJwBez%2FSmMbadA05M9UKPGESC%2BWL8KFaSy%2Bal1ebMKBOs1iN68e5e8aN0y11vsaI2im1JEf1Q6%2B8H2%2FnVdzvHJfZeUSfoT9leSMts2EVpMfMZv83VfEMWN6RG5KcPdiYCSbqWXlEFL%2B6OFFP9rmFT4r8MCuMiAAqA8hEOHXSM8hN%2FH%2FRQ2LhanBmo8LPbSFewSaTAlLojH3Ia0b0%2BZMfoBj57Mx39QjZYy0brqnrm3l4JIm6P7Gc2CIaC5FLU36GyLvP5cs0UK8UCqBXaMQaMRD1tiKOpMAWQSuJVB6Rehr%2Fk8MvUnm6c6l6%2FwYx1pDR%2FWsDV4t5UZC8bZG6iUqMYENX%2BWsrjYpTb6SgacrzNQYpEnXXmsmNFdLFJX5XAYIaC9lMNJfOMAm%2BMqszj0%2F4fpx2NTzSZ%2F6ybaEOG94SkPyPeBdrMKH2eXsVzvhZ1KOX3EF9NnEm0Am%2FezT%2FCgQCIDEZZNLzg9nbpjaxjtlOxVxogc4hZ0%2BUrGwWisP%2B7Qix3HMpvm%2BZXwViLHLlkTsqWuvlWfZSUUEAb5v0XbEh09r5YYYQ4iiVZQEt%2Btw9d55ng7J74ixPixOvueY9bsv4ICS%2FQ32rQhrING5YVxjzzafoUvJFyDIPj0VOgK%2FJ0WeAypiQjSY5y9nJnhA3gdLEoh2%2BDPuJLWS2gukBAywCiqnO3UBjJBFZX4NWJsx4s23wea2r%2Fbt1Pk%2BDGsIBCd54xfskQgR3SrfqbST5vIKiNkZdw8I%2Bup2TuA48hhEgTk5Vgma%2FCeKcs%3D&response-content-disposition=attachment%3B%20filename%3D%22cons_prim.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLMJRSCJHQ%2F20260904%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260904T232614Z&X-Amz-SignedHeaders=host&X-Amz-Signature=42cec9f6896c7a6c45f6defc0baba36daccd5e169162ff85a58526a212be6080,cons_prim.csv,,3371,,,,0,0,,
2026-09-05T00:38:37Z,ofac_sdn,classic_primary,unchanged,304,"""cbed905f8f399415e6482568a272026f""","Fri, 04 Sep 2026 14:01:46 GMT",0ffb4504696e2f5adecbd23a3f27c27e8264447a8021752f1043c74422650f5f,"Fri, 04 Sep 2026 14:01:45 GMT",https://sanctionslistservice.ofac.treas.gov/api/download/SDN.CSV,https://wc2h-sls-prod-public-published.s3.us-gov-west-1.amazonaws.com/Published/59378d00-93aa-456f-af2b-bcaa6b3f4984/2026-09-03/99660c61-0e62-4850-be2f-77796b8efbc5/SDN.CSV?X-Amz-Expires=3600&X-Amz-Security-Token=FwoDYXdzED8aDMIXxuDpgdMd5SIxbyLtBNjiMmyBJlEzp3e1ALXXngIaKB2C8NIjldhmPrn0Ulcg7NJAb5wYO5qptx03xsuihOsbUzyWPn7w17swSVyQel8xw8fzrn2lhqzX0UjQC%2FLmpBEfz9rA1TskQrdCo0HtSuyMeumuWuA7422pf7%2FmdtiVCLiyiobin19lgjs%2FPE5MvC9Ggm1xDevUSDUnKbKsWKjI1GVWCA8IpsgVMkT3bpwAlTEapi7yfHxX0Ei%2BpmHNaEHxOqg8AfLoPoH%2FGPdfl81ZRifjaQPAhbybwzAZWFF7n3bZOQjnnrI5x7psX4S7Wq9smvL9mdVqsi01xe28ipQxgg9H%2FTIy1WR6eUMfGXNmQV2wcL4uz7lmrLxyxnG7Z8Fwrbe%2FcIMT0JG41zrLnxShTAC67q%2By4miVKUZq8JjHqizXkmMwI5yDC%2FTnwNUn9MMeDSNyyIdYpTH%2B1bvWN69Cd3PvBAJz6DVVEwN2Q0SDEm63nJtg4mMB%2FNJPY28DHbi8WHMRicjElEjc%2BD4Y3EAjmUQnEmyUlsDXEqeyomDP1Jt3gVA0m8i9G5Kuzbg0%2FEvjjG1gtohxOQFF%2FOCslt1fbNqmHxdRhpHep0fqdaNoBG4T2Pg21uPXya7AHYAZXVxhxtAukXOy6rDZZN74swFIX96WMx6f0Wqct4gB3UWzd4IlwAZB78xKk%2BkwCEtfS7g9ssYmQoXDhz4NeNeeZsDwfXMa6eOzEelLkVnsBoa9gtApkbIyK2gnDPQFb1%2FIGPwhk1yPODUYe5VEunN0tXh3l5A34qgGrQqm%2FYcuGwTHJi4gVdfOAG0BNKrBL5hT5LP2F846jCLXbSKLoiivue3UBjJBh5OcLBZqxNaxAeZ3Z%2BMWzKePMldWZj%2BaF4WRZ2fgwSaR33xS7ReMUrmRW%2B6luWRryNRCFGvnL11GslUgjw9f27I%3D&response-content-disposition=attachment%3B%20filename%3D%22sdn.csv%22&response-content-type=text%2Fcsv&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=ASIASARBLFPLAH3BBOML%2F20260905%2Fus-gov-west-1%2Fs3%2Faws4_request&X-Amz-Date=20260905T003836Z&X-Amz-SignedHeaders=host&X-Amz-Signature=16199bf9b46be037e8929958a08ac0d9eb57d017deb1d80e3fbc6d840f9135b8,sdn.csv,,89262,,,,0,0,,
